videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,parentId,commentId,sentiment,cleaned_comment,addition,subtraction,question
1szw2f9ENwk,I wish I could download this skill into my brain like in <i>The Matrix.</i>,I wish I could download this skill into my brain like in _The Matrix._,Sam T,https://yt3.ggpht.com/ytc/AGIKgqMMfA3ToyWTc2bdMfgiAsdMXV-PiH_bTEejZnuP0w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCs9byaoXLHSzl4JCi5sDRdg,{'value': 'UCs9byaoXLHSzl4JCi5sDRdg'},True,none,0,2022-12-29T23:51:29Z,2022-12-29T23:51:29Z,,UgxeuykgBp87Ot8fqM54AaABAg,0.6369,i wish i could download this skill into my brain like in <i>the matrix.</i>,0,0,0
1szw2f9ENwk,"The character model doesn&#39;t look like something from an N64 game to me, it looks closer to something from a weaker 6th gen console to me, like the Dreamcast or PS2.","The character model doesn't look like something from an N64 game to me, it looks closer to something from a weaker 6th gen console to me, like the Dreamcast or PS2.",tomrow,https://yt3.ggpht.com/gUPfpxLbi12lb5B0P8AEjT6Q5LFje48TpBML-Va_zW-VpHo6om39P2s2tTSQFodD2Vf9h14R5-Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCpJ4gSKklS4FRz4eWc00FPw,{'value': 'UCpJ4gSKklS4FRz4eWc00FPw'},True,none,0,2022-11-20T13:20:23Z,2022-11-20T13:20:23Z,,UgyWkYbmRHSuZRacxiR4AaABAg,-0.3632,"the character model doesn't look like something from an nintendo 64 game to me, it looks closer to something from a weaker 6 th gen console to me, like the dreamcast or ps2.",0,0,0
1szw2f9ENwk,what that software you use ??,what that software you use ??,giovanni giorgio,https://yt3.ggpht.com/-zYD7xgHFPuOSWbshxtnukqUX1_WWlpRMBpbtWNDfiJZW7yTZqr0Oj0TaXGc96Bi8SlpbTwr=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCvrjgH8u63W4jJWhDoE72YA,{'value': 'UCvrjgH8u63W4jJWhDoE72YA'},True,none,0,2022-10-26T06:13:26Z,2022-10-26T06:13:26Z,,Ugz5ct7NHrjrIkAAkZh4AaABAg,0.0,what that software you use ??,0,0,1
1szw2f9ENwk,is it possible to create this game with blender and play it in the nintendo 64 emulator?,is it possible to create this game with blender and play it in the nintendo 64 emulator?,Thep1x3LXNerd,https://yt3.ggpht.com/JEAndnxNZqFAMjmNqmeu5jqyUsFUWCESCpSzPfpgC68ijps62XjmsCsLGIbibQhzRKrCS4DoXLY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCjcRjbOnmgTdBqJE6nziFEw,{'value': 'UCjcRjbOnmgTdBqJE6nziFEw'},True,none,0,2022-10-24T11:44:31Z,2022-10-24T11:44:31Z,,UgzW0c5De8SVfu-tbh94AaABAg,0.5423,is it possible to create this game with blender and play it in the nintendo 64 emulator?,0,0,0
1szw2f9ENwk,your take on trilinear mip mapping interpolation is wrong.,your take on trilinear mip mapping interpolation is wrong.,lucasmontec,https://yt3.ggpht.com/ytc/AGIKgqO1OFCGy3x5E__8Cqd8A5VImWq5cVZmqBfZAw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCppTlDQNM0DY0Pt18qhj2Ig,{'value': 'UCppTlDQNM0DY0Pt18qhj2Ig'},True,none,1,2022-09-15T16:30:30Z,2022-09-15T16:30:30Z,,Ugw4yrSa3gXYP3BxkXJ4AaABAg,-0.4767,your take on trilinear mip mapping interpolation is wrong.,0,0,0
1szw2f9ENwk,Amazing and so interesting,Amazing and so interesting,liquidcactus,https://yt3.ggpht.com/ytc/AGIKgqOdm9bk4_qaw_QU2k5eCdVWBv3xMcoFCy1CsO2twQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCD6f3kBtcU8hfictXy4vkNQ,{'value': 'UCD6f3kBtcU8hfictXy4vkNQ'},True,none,0,2022-09-07T11:51:13Z,2022-09-07T11:51:13Z,,UgyTfpIc8owJr3IpOBx4AaABAg,0.7778,amazing and so interesting,0,0,0
1szw2f9ENwk,"Wow I&#39;m an instant huge fan is this series and possibly your channel and yourself.<br>We became game devs because of games from that era. The nostalgia they bring back, combined with the limitations are highly compatible with creativity in my opinion.<br>Gonna watch more videos now!","Wow I'm an instant huge fan is this series and possibly your channel and yourself.
We became game devs because of games from that era. The nostalgia they bring back, combined with the limitations are highly compatible with creativity in my opinion.
Gonna watch more videos now!",Expod,https://yt3.ggpht.com/ytc/AGIKgqPjy0YGv7pRqoFc_1FsOgNSio4oba5vk79zRzyn=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC821T2qc2lrTprwRn_OhbOw,{'value': 'UC821T2qc2lrTprwRn_OhbOw'},True,none,0,2022-09-05T14:12:08Z,2022-09-05T14:12:08Z,,Ugx8IO9hae5YUOxImj94AaABAg,0.8899,"wow i'm an instant huge fan is this series and possibly your channel and yourself.<br>we became game devs because of games from that era. the nostalgia they bring back, combined with the limitations are highly compatible with creativity in my opinion.<br>gonna watch more videos now!",0,0,0
1szw2f9ENwk,"I don&#39;t think you nailed it, but I like the style you have so far.","I don't think you nailed it, but I like the style you have so far.",Trash Trash,https://yt3.ggpht.com/ytc/AL5GRJVHmwnNzUljpkv1jgFnrDt0dT44itM6uxezbrvq=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCnBCsccWiMlsmnpzVqR2Kcg,{'value': 'UCnBCsccWiMlsmnpzVqR2Kcg'},True,none,0,2022-09-02T15:54:19Z,2022-09-02T15:54:19Z,,UgzgCI2cPs3Wvo4-gjd4AaABAg,0.5023,"i don't think you nailed it, but i like the style you have so far.",0,0,0
1szw2f9ENwk,this awesome stuff to look at cause i am looking into making some low poly and 2d games in my journey and it looks fun to do. but i&#39;m not much of a graphic designer but would like to try.,this awesome stuff to look at cause i am looking into making some low poly and 2d games in my journey and it looks fun to do. but i'm not much of a graphic designer but would like to try.,planetary ashes,https://yt3.ggpht.com/ytc/AL5GRJXJshP7QzuaQcOQbb9q6lRlko-icAyzVNhmtb4aNg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCKhTJFAo69iAi0VJuFq2Dhg,{'value': 'UCKhTJFAo69iAi0VJuFq2Dhg'},True,none,0,2022-09-02T04:54:41Z,2022-09-02T04:54:41Z,,Ugyz_u7GDBbfOwj8l2J4AaABAg,0.7506,this awesome stuff to look at cause i am looking into making some low poly and 2 d games in my journey and it looks fun to do. but i'm not much of a graphic designer but would like to try.,0,0,0
1szw2f9ENwk,"For those who never heard and for those who wanna share it.<br><br>HERE IS THE MILLION-DOLLAR QUESTION: Will you go to Heaven when you die? Here’s a quick test: Have you ever lied, stolen, or used God’s name in vain? Jesus said, “Whoever looks at a woman to lust for her has already committed adultery with her in his heart.” If you have done these things, God sees you as a lying, thieving, blasphemous, adulterer at heart, and the Bible warns that one day God will punish you in a terrible place called Hell. But God is not willing that any should perish. Sinners broke God’s Law and Jesus paid their fine. This means that God can legally dismiss their case: “For God so loved the world that He gave His only begotten Son, that whoever believes in Him should not perish but have everlasting life.” Then Jesus rose from the dead, defeating death. Today, repent and trust Jesus, and God will give you eternal life as a free gift. Then read the Bible daily and obey it. God will never fail you......","For those who never heard and for those who wanna share it.

HERE IS THE MILLION-DOLLAR QUESTION: Will you go to Heaven when you die? Here’s a quick test: Have you ever lied, stolen, or used God’s name in vain? Jesus said, “Whoever looks at a woman to lust for her has already committed adultery with her in his heart.” If you have done these things, God sees you as a lying, thieving, blasphemous, adulterer at heart, and the Bible warns that one day God will punish you in a terrible place called Hell. But God is not willing that any should perish. Sinners broke God’s Law and Jesus paid their fine. This means that God can legally dismiss their case: “For God so loved the world that He gave His only begotten Son, that whoever believes in Him should not perish but have everlasting life.” Then Jesus rose from the dead, defeating death. Today, repent and trust Jesus, and God will give you eternal life as a free gift. Then read the Bible daily and obey it. God will never fail you......",Excursion Comics,https://yt3.ggpht.com/ytc/AGIKgqOZrLTYVtJhW2m0u4FSzscCc6T83UTbFMl2Nw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCJWZiYB6rFd5WYWazA42DiQ,{'value': 'UCJWZiYB6rFd5WYWazA42DiQ'},True,none,0,2022-08-24T15:26:27Z,2022-08-24T15:26:27Z,,Ugz2GsWtRTsJ_zbzx4N4AaABAg,0.9468,"for those who never heard and for those who wanna share it.<br><br>here is the million-dollar question: will you go to heaven when you die? here’s a quick test: have you ever lied, stolen, or used god’s name in vain? jesus said, “whoever looks at a woman to lust for her has already committed adultery with her in his heart.” if you have done these things, god sees you as a lying, thieving, blasphemous, adulterer at heart, and the bible warns that one day god will punish you in a terrible place called hell. but god is not willing that any should perish. sinners broke god’s law and jesus paid their fine. this means that god can legally dismiss their case: “for god so loved the world that he gave his only begotten son, that whoever believes in him should not perish but have everlasting life.” then jesus rose from the dead, defeating death. today, repent and trust jesus, and god will give you eternal life as a free gift. then read the bible daily and obey it. god will never failure you..",0,0,1
1szw2f9ENwk,"kind of off topic, but which game is it shown at <a href=""https://www.youtube.com/watch?v=1szw2f9ENwk&amp;t=1m37s"">1:37</a> with the shark?","kind of off topic, but which game is it shown at 1:37 with the shark?",Tom Adams,https://yt3.ggpht.com/ytc/AGIKgqPMEBx4-9Kv7xd37-r1m9GX-SDr5j38-kqfy3OF4A=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCQpPBLg4kBcXFp264SXFAJA,{'value': 'UCQpPBLg4kBcXFp264SXFAJA'},True,none,0,2022-07-27T16:46:52Z,2022-07-27T16:46:52Z,,UgyKdpqQtl8gdBIwXDF4AaABAg,0.3736,"kind of off topic, but which game is it shown at <a href=""?v=1 szw2 fine enwk&t=1 m37 s"">1:37</a> with the shark?",0,0,1
1szw2f9ENwk,could we please just a tutorial on start to finish how to model the level for games like this i cant find it online anywhere,could we please just a tutorial on start to finish how to model the level for games like this i cant find it online anywhere,user125,https://yt3.ggpht.com/yyXG4K__RstllJxUFnU9ABirJuKF-5UkkC47iHg-bxa_em-ITX7NOExKf_2-xWbmsmJk5XJq=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCqCtivyE1_UbnxCV8FekdAg,{'value': 'UCqCtivyE1_UbnxCV8FekdAg'},True,none,0,2022-05-29T00:59:29Z,2022-05-29T00:59:29Z,,UgykMaOPqxZVsaoUUox4AaABAg,0.5859,could we please just a tutorial on start to finish how to model the level for games like this i cant find it online anywhere,0,0,1
1szw2f9ENwk,It should be noted that not all implementations of anti aliasing blur the edge of an object. Heavier resource forms like msaa or ssaa that sample neighboring pixel color data blur way less than the post processes like fxaa.,It should be noted that not all implementations of anti aliasing blur the edge of an object. Heavier resource forms like msaa or ssaa that sample neighboring pixel color data blur way less than the post processes like fxaa.,brkbeat junkie,https://yt3.ggpht.com/ytc/AGIKgqOPEyq3bE_ohwRDRuu4Mah1NzccWaIaTqEhM5VW=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCISFN3ShR7RztFUuaHVhRlQ,{'value': 'UCISFN3ShR7RztFUuaHVhRlQ'},True,none,0,2022-04-26T02:31:04Z,2022-04-26T21:07:24Z,,Ugwcd7K6llySVRJG_j14AaABAg,0.4019,it should be noted that not all implementations of anti aliasing blur the edge of an object. heavier resource forms like msaa or ssaa that sample neighboring pixel color data blur way less than the post processes like fxaa.,0,0,0
1szw2f9ENwk,PS1 CD storage vs N64 no loading screens is how one should see it! pros and cons or if you prefer advantages vs disadvantages.,PS1 CD storage vs N64 no loading screens is how one should see it! pros and cons or if you prefer advantages vs disadvantages.,ArtMan Studios,https://yt3.ggpht.com/9n09aX4faRvtwmcKHvRR1R7iutbMLq5cDtBy6MLutq1hxu2chCU6ytxjj-1RLjxTob8ey61ZLw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCTvJx2mOeIzWRQgjM3BDoEg,{'value': 'UCTvJx2mOeIzWRQgjM3BDoEg'},True,none,2,2022-04-14T17:02:16Z,2022-04-14T17:02:16Z,,UgwMPtyFBlBMT7lQLIJ4AaABAg,-0.4003,ps1 cd storage versus nintendo 64 no loading screens is how one should see it! pros and cons or if you prefer advantages versus disadvantages.,0,0,1
1szw2f9ENwk,fog,fog,dedede nova,https://yt3.ggpht.com/RbLrn7yJ0AnLCINOeF3VGHWB3zn8fjAOuqhfNi0fr_g27tuglI08MwSASD477HgBBKsd8YVYPCk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCIFvKylAo_ze0ZL7n-RC1wQ,{'value': 'UCIFvKylAo_ze0ZL7n-RC1wQ'},True,none,0,2022-03-14T03:58:16Z,2022-03-14T03:58:16Z,,UgypkB4hwHeZrqsQf9V4AaABAg,0.0,fog,0,0,0
1szw2f9ENwk,I miss the 90’s.,I miss the 90’s.,Google Google,https://yt3.ggpht.com/2_PxU9tIcvZDtmFfZfC9rC4uVZL9Qy0bUJumxjRxwE_Ye5XOhwSEPRD-spj5viCztp7qVtO-=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCEB5zZxsblUEzUsXDGpGYWw,{'value': 'UCEB5zZxsblUEzUsXDGpGYWw'},True,none,1,2022-01-12T07:00:08Z,2022-01-12T07:00:08Z,,Ugz_ymIetWvRVyIFKUB4AaABAg,-0.1531,i miss the 90’s.,0,0,0
